Date,Occupied_Units,Week,Occupancy,Bookings,Notices,Avg_Booking_Time,Avg_Notice_Time,Has_Bookings,Has_Notices,units_available,Missing_Occupancy_Flag
2019-03-24,68.0,2019-W12,0.85,0.0,0.0,8.333333333333334,14.0,0,0,80.0,0
2019-03-25,68.0,2019-W13,0.85,0.0,1.0,8.333333333333334,3.0,0,1,80.0,0
2019-03-26,68.0,2019-W13,0.85,2.0,1.0,58.0,18.0,1,1,80.0,0
2019-03-27,67.0,2019-W13,0.8375,2.0,0.0,10.5,14.0,1,0,80.0,0
2019-03-28,66.0,2019-W13,0.825,2.0,0.0,2.0,14.0,1,0,80.0,0
2019-03-29,66.0,2019-W13,0.825,2.0,0.0,3.0,14.0,1,0,80.0,0
2019-03-30,67.0,2019-W13,0.8375,1.0,2.0,1.0,153.0,1,1,80.0,0
2019-03-31,69.0,2019-W13,0.8625,3.0,1.0,0.0,13.0,1,1,80.0,0
2019-04-01,71.0,2019-W14,0.9466666666666667,0.0,3.0,8.333333333333334,29.0,0,1,75.0,0
2019-04-02,67.0,2019-W14,0.8933333333333333,2.0,0.0,9.0,14.0,1,0,75.0,0
2019-04-03,69.0,2019-W14,0.92,3.0,3.0,8.333333333333334,20.333333333333332,1,1,75.0,0
2019-04-04,69.0,2019-W14,0.92,2.0,0.0,8.5,14.0,1,0,75.0,0
2019-04-05,70.0,2019-W14,0.9333333333333333,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-06,71.0,2019-W14,0.9466666666666667,0.0,2.0,8.333333333333334,15.0,0,1,75.0,0
2019-04-07,72.0,2019-W14,0.96,0.0,1.0,8.333333333333334,90.0,0,1,75.0,0
2019-04-08,73.0,2019-W15,0.9733333333333334,1.0,0.0,2.0,14.0,1,0,75.0,0
2019-04-09,73.0,2019-W15,0.9733333333333334,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-10,73.0,2019-W15,0.9733333333333334,1.0,2.0,4.0,0.0,1,1,75.0,0
2019-04-11,73.0,2019-W15,0.9733333333333334,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-12,73.0,2019-W15,0.9733333333333334,0.0,3.0,8.333333333333334,32.333333333333336,0,1,75.0,0
2019-04-13,72.0,2019-W15,0.96,0.0,5.0,8.333333333333334,10.8,0,1,75.0,0
2019-04-14,74.0,2019-W15,0.9866666666666667,2.0,2.0,7.0,30.0,1,1,75.0,0
2019-04-15,73.0,2019-W16,0.9733333333333334,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-16,73.0,2019-W16,0.9733333333333334,2.0,0.0,1.0,14.0,1,0,75.0,0
2019-04-17,73.0,2019-W16,0.9733333333333334,0.0,1.0,8.333333333333334,1.0,0,1,75.0,0
2019-04-18,71.0,2019-W16,0.9466666666666667,0.0,2.0,8.333333333333334,16.0,0,1,75.0,0
2019-04-19,71.0,2019-W16,0.9466666666666667,0.0,1.0,8.333333333333334,10.0,0,1,75.0,0
2019-04-20,71.0,2019-W16,0.9466666666666667,1.0,1.0,6.0,32.0,1,1,75.0,0
2019-04-21,70.0,2019-W16,0.9333333333333333,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-22,70.0,2019-W17,0.9333333333333333,2.0,0.0,17.0,14.0,1,0,75.0,0
2019-04-23,69.0,2019-W17,0.92,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-24,70.0,2019-W17,0.9333333333333333,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-25,69.0,2019-W17,0.92,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-26,70.0,2019-W17,0.9333333333333333,0.0,1.0,8.333333333333334,2.0,0,1,75.0,0
2019-04-27,69.0,2019-W17,0.92,1.0,1.0,1.0,30.0,1,1,75.0,0
2019-04-28,69.0,2019-W17,0.92,0.0,0.0,8.333333333333334,14.0,0,0,75.0,0
2019-04-29,68.0,2019-W18,0.9616200469496846,0.0,0.0,8.333333333333334,14.0,0,0,70.714,0
2019-04-30,64.0,2019-W18,0.9050541618349973,0.0,0.0,8.333333333333334,14.0,0,0,70.714,0
2019-05-01,65.0,2019-W18,0.9191956331136691,1.0,3.0,2.0,11.0,1,1,70.714,0
2019-05-02,64.0,2019-W18,0.9050541618349973,0.0,0.0,8.333333333333334,14.0,0,0,70.714,0
2019-05-03,64.0,2019-W18,0.9050541618349973,0.0,0.0,8.333333333333334,14.0,0,0,70.714,0
2019-05-04,62.0,2019-W18,0.8767712192776537,0.0,0.0,8.333333333333334,14.0,0,0,70.714,0
2019-05-05,62.0,2019-W18,0.8767712192776537,0.0,0.0,8.333333333333334,14.0,0,0,70.714,0
2019-05-06,62.0,2019-W19,0.8985507246376812,0.0,5.0,8.333333333333334,27.2,0,1,69.0,0
2019-05-07,61.0,2019-W19,0.8840579710144928,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-08,61.0,2019-W19,0.8840579710144928,2.0,0.0,2.0,14.0,1,0,69.0,0
2019-05-09,62.0,2019-W19,0.8985507246376812,5.0,1.0,22.0,25.0,1,1,69.0,0
2019-05-10,64.0,2019-W19,0.927536231884058,3.0,0.0,18.666666666666668,14.0,1,0,69.0,0
2019-05-11,63.0,2019-W19,0.9130434782608695,2.0,0.0,8.0,14.0,1,0,69.0,0
2019-05-12,64.0,2019-W19,0.927536231884058,1.0,1.0,0.0,14.0,1,1,69.0,0
2019-05-13,64.0,2019-W20,0.927536231884058,2.0,2.0,9.0,7.0,1,1,69.0,0
2019-05-14,62.0,2019-W20,0.8985507246376812,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-15,62.0,2019-W20,0.8985507246376812,0.0,1.0,8.333333333333334,41.0,0,1,69.0,0
2019-05-16,60.0,2019-W20,0.8695652173913043,0.0,5.0,8.333333333333334,14.6,0,1,69.0,0
2019-05-17,60.0,2019-W20,0.8695652173913043,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-18,60.0,2019-W20,0.8695652173913043,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-19,60.0,2019-W20,0.8695652173913043,0.0,1.0,8.333333333333334,11.0,0,1,69.0,0
2019-05-20,59.0,2019-W21,0.855072463768116,6.0,2.0,47.0,14.0,1,1,69.0,0
2019-05-21,59.0,2019-W21,0.855072463768116,0.0,1.0,8.333333333333334,1.0,0,1,69.0,0
2019-05-22,59.0,2019-W21,0.855072463768116,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-23,59.0,2019-W21,0.855072463768116,0.0,3.0,8.333333333333334,8.666666666666666,0,1,69.0,0
2019-05-24,60.0,2019-W21,0.8695652173913043,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-25,60.0,2019-W21,0.8695652173913043,0.0,1.0,8.333333333333334,7.0,0,1,69.0,0
2019-05-26,63.0,2019-W21,0.9130434782608695,4.0,0.0,0.0,14.0,1,0,69.0,0
2019-05-27,62.0,2019-W22,0.8985507246376812,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-28,62.0,2019-W22,0.8985507246376812,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-29,62.0,2019-W22,0.8985507246376812,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-05-30,59.0,2019-W22,0.855072463768116,0.0,1.0,8.333333333333334,26.0,0,1,69.0,0
2019-05-31,62.0,2019-W22,0.8985507246376812,15.0,0.0,2.8666666666666667,14.0,1,0,69.0,0
2019-06-01,59.0,2019-W22,0.855072463768116,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-02,60.0,2019-W22,0.8695652173913043,0.0,2.0,8.333333333333334,63.0,0,1,69.0,0
2019-06-03,62.0,2019-W23,0.8985507246376812,0.0,4.0,8.333333333333334,5.0,0,1,69.0,0
2019-06-04,60.0,2019-W23,0.8695652173913043,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-05,59.0,2019-W23,0.855072463768116,0.0,1.0,8.333333333333334,7.0,0,1,69.0,0
2019-06-06,58.0,2019-W23,0.8405797101449275,1.0,4.0,54.0,7.75,1,1,69.0,0
2019-06-07,60.0,2019-W23,0.8695652173913043,2.0,4.0,6.5,28.0,1,1,69.0,0
2019-06-08,60.0,2019-W23,0.8695652173913043,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-09,60.0,2019-W23,0.8695652173913043,1.0,0.0,46.0,14.0,1,0,69.0,0
2019-06-10,59.0,2019-W24,0.855072463768116,2.0,3.0,15.0,9.0,1,1,69.0,0
2019-06-11,59.0,2019-W24,0.855072463768116,0.0,4.0,8.333333333333334,7.0,0,1,69.0,0
2019-06-12,59.0,2019-W24,0.855072463768116,0.0,2.0,8.333333333333334,7.0,0,1,69.0,0
2019-06-13,60.0,2019-W24,0.8695652173913043,1.0,0.0,23.0,14.0,1,0,69.0,0
2019-06-14,59.0,2019-W24,0.855072463768116,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-15,59.0,2019-W24,0.855072463768116,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-16,58.0,2019-W24,0.8405797101449275,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-17,58.0,2019-W25,0.8405797101449275,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-18,57.0,2019-W25,0.8260869565217391,1.0,0.0,75.0,14.0,1,0,69.0,0
2019-06-19,55.0,2019-W25,0.7971014492753623,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-20,56.0,2019-W25,0.8115942028985508,3.0,1.0,3.3333333333333335,7.0,1,1,69.0,0
2019-06-21,56.0,2019-W25,0.8115942028985508,0.0,1.0,8.333333333333334,8.0,0,1,69.0,0
2019-06-22,56.0,2019-W25,0.8115942028985508,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-23,56.0,2019-W25,0.8115942028985508,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-24,56.0,2019-W26,0.8115942028985508,0.0,3.0,8.333333333333334,7.666666666666667,0,1,69.0,0
2019-06-25,55.0,2019-W26,0.7971014492753623,3.0,4.0,28.666666666666668,9.0,1,1,69.0,0
2019-06-26,55.0,2019-W26,0.7971014492753623,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-27,54.0,2019-W26,0.782608695652174,2.0,0.0,65.0,14.0,1,0,69.0,0
2019-06-28,54.0,2019-W26,0.782608695652174,2.0,0.0,1.0,14.0,1,0,69.0,0
2019-06-29,54.0,2019-W26,0.782608695652174,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-06-30,53.0,2019-W26,0.7681159420289855,0.0,1.0,8.333333333333334,29.0,0,1,69.0,0
2019-07-01,53.0,2019-W27,0.7681159420289855,2.0,2.0,4.0,5.0,1,1,69.0,0
2019-07-02,52.0,2019-W27,0.7536231884057971,0.0,2.0,8.333333333333334,0.0,0,1,69.0,0
2019-07-03,50.0,2019-W27,0.7246376811594203,2.0,0.0,2.0,14.0,1,0,69.0,0
2019-07-04,48.0,2019-W27,0.6956521739130435,0.0,3.0,8.333333333333334,9.0,0,1,69.0,0
2019-07-05,51.0,2019-W27,0.7391304347826086,1.0,4.0,3.0,19.0,1,1,69.0,0
2019-07-06,49.0,2019-W27,0.7101449275362319,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-07,50.0,2019-W27,0.7246376811594203,0.0,2.0,8.333333333333334,45.5,0,1,69.0,0
2019-07-08,51.0,2019-W28,0.7391304347826086,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-09,52.0,2019-W28,0.7536231884057971,4.0,2.0,3.75,17.0,1,1,69.0,0
2019-07-10,52.0,2019-W28,0.7536231884057971,1.0,0.0,2.0,14.0,1,0,69.0,0
2019-07-11,52.0,2019-W28,0.7536231884057971,0.0,3.0,8.333333333333334,7.0,0,1,69.0,0
2019-07-12,51.0,2019-W28,0.7391304347826086,3.0,0.0,45.0,14.0,1,0,69.0,0
2019-07-13,50.0,2019-W28,0.7246376811594203,0.0,1.0,8.333333333333334,2.0,0,1,69.0,0
2019-07-14,52.0,2019-W28,0.7536231884057971,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-15,51.0,2019-W29,0.7391304347826086,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-16,51.0,2019-W29,0.7391304347826086,0.0,3.0,8.333333333333334,11.666666666666666,0,1,69.0,0
2019-07-17,51.0,2019-W29,0.7391304347826086,3.0,2.0,10.0,14.0,1,1,69.0,0
2019-07-18,50.0,2019-W29,0.7246376811594203,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-19,50.0,2019-W29,0.7246376811594203,3.0,0.0,27.666666666666668,14.0,1,0,69.0,0
2019-07-20,50.0,2019-W29,0.7246376811594203,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-21,50.0,2019-W29,0.7246376811594203,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-22,50.0,2019-W30,0.7246376811594203,3.0,2.0,12.0,28.0,1,1,69.0,0
2019-07-23,49.0,2019-W30,0.7101449275362319,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-24,49.0,2019-W30,0.7101449275362319,1.0,0.0,13.0,14.0,1,0,69.0,0
2019-07-25,50.0,2019-W30,0.7246376811594203,2.0,1.0,0.0,9.0,1,1,69.0,0
2019-07-26,49.0,2019-W30,0.7101449275362319,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-27,50.0,2019-W30,0.7246376811594203,1.0,2.0,5.0,19.0,1,1,69.0,0
2019-07-28,50.0,2019-W30,0.7246376811594203,0.0,0.0,8.333333333333334,14.0,0,0,69.0,0
2019-07-29,50.0,2019-W31,0.7246376811594203,1.0,0.0,5.0,14.0,1,0,69.0,0
2019-07-30,51.0,2019-W31,0.7391304347826086,4.0,0.0,5.0,14.0,1,0,69.0,0
2019-07-31,51.0,2019-W31,0.7391304347826086,3.0,1.0,3.0,10.0,1,1,69.0,0
2019-08-01,54.0,2019-W31,0.782608695652174,2.0,1.0,0.0,95.0,1,1,69.0,0
2019-08-02,54.0,2019-W31,0.782608695652174,1.0,0.0,2.0,14.0,1,0,69.0,0
2019-08-03,56.0,2019-W31,0.8115942028985508,1.0,3.0,28.0,60.0,1,1,69.0,0
2019-08-04,58.0,2019-W31,0.8405797101449275,1.0,0.0,16.0,14.0,1,0,69.0,0
2019-08-05,59.0,2019-W32,0.8480545054692329,1.0,2.0,5.0,19.0,1,1,69.571,0
2019-08-06,58.0,2019-W32,0.8336807002917883,0.0,4.0,8.333333333333334,14.0,0,1,69.571,0
2019-08-07,58.0,2019-W32,0.8336807002917883,0.0,2.0,8.333333333333334,9.0,0,1,69.571,0
2019-08-08,58.0,2019-W32,0.8336807002917883,9.0,0.0,9.555555555555555,14.0,1,0,69.571,0
2019-08-09,59.0,2019-W32,0.8480545054692329,1.0,3.0,22.0,63.666666666666664,1,1,69.571,0
2019-08-10,59.0,2019-W32,0.8480545054692329,0.0,1.0,8.333333333333334,17.0,0,1,69.571,0
2019-08-11,58.0,2019-W32,0.8336807002917883,0.0,0.0,8.333333333333334,14.0,0,0,69.571,0
2019-08-12,58.0,2019-W33,0.7945205479452054,4.0,0.0,18.0,14.0,1,0,73.0,0
2019-08-13,58.0,2019-W33,0.7945205479452054,3.0,0.0,25.333333333333332,14.0,1,0,73.0,0
2019-08-14,59.0,2019-W33,0.8082191780821918,5.0,0.0,15.2,14.0,1,0,73.0,0
2019-08-15,63.0,2019-W33,0.863013698630137,3.0,7.0,15.666666666666666,41.0,1,1,73.0,0
2019-08-16,63.0,2019-W33,0.863013698630137,3.0,0.0,0.0,14.0,1,0,73.0,0
2019-08-17,63.0,2019-W33,0.863013698630137,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-08-18,64.0,2019-W33,0.8767123287671232,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-08-19,61.0,2019-W34,0.8356164383561644,0.0,2.0,8.333333333333334,7.0,0,1,73.0,0
2019-08-20,60.0,2019-W34,0.821917808219178,0.0,1.0,8.333333333333334,15.0,0,1,73.0,0
2019-08-21,61.0,2019-W34,0.8356164383561644,1.0,0.0,0.0,14.0,1,0,73.0,0
2019-08-22,61.0,2019-W34,0.8356164383561644,2.0,0.0,8.0,14.0,1,0,73.0,0
2019-08-23,60.0,2019-W34,0.821917808219178,0.0,5.0,8.333333333333334,10.2,0,1,73.0,0
2019-08-24,60.0,2019-W34,0.821917808219178,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-08-25,60.0,2019-W34,0.821917808219178,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-08-26,62.0,2019-W35,0.8493150684931506,3.0,1.0,5.333333333333333,5.0,1,1,73.0,0
2019-08-27,63.0,2019-W35,0.863013698630137,2.0,4.0,5.0,57.75,1,1,73.0,0
2019-08-28,64.0,2019-W35,0.8767123287671232,2.0,2.0,6.5,32.0,1,1,73.0,0
2019-08-29,64.0,2019-W35,0.8767123287671232,1.0,0.0,2.0,14.0,1,0,73.0,0
2019-08-30,64.0,2019-W35,0.8767123287671232,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-08-31,68.0,2019-W35,0.9315068493150684,0.0,4.0,8.333333333333334,46.0,0,1,73.0,0
2019-09-01,71.0,2019-W35,0.9726027397260274,1.0,3.0,0.0,78.0,1,1,73.0,0
2019-09-02,71.0,2019-W36,0.9726027397260274,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-03,71.0,2019-W36,0.9726027397260274,1.0,0.0,1.0,14.0,1,0,73.0,0
2019-09-04,70.0,2019-W36,0.958904109589041,1.0,0.0,0.0,14.0,1,0,73.0,0
2019-09-05,70.0,2019-W36,0.958904109589041,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-06,70.0,2019-W36,0.958904109589041,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-07,72.0,2019-W36,0.9863013698630136,4.0,2.0,18.5,14.0,1,1,73.0,0
2019-09-08,71.0,2019-W36,0.9726027397260274,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-09,71.0,2019-W37,0.9726027397260274,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-10,71.0,2019-W37,0.9726027397260274,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-11,71.0,2019-W37,0.9726027397260274,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-12,71.0,2019-W37,0.9726027397260274,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-13,72.0,2019-W37,0.9863013698630136,2.0,0.0,3.0,14.0,1,0,73.0,0
2019-09-14,72.0,2019-W37,0.9863013698630136,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-15,72.0,2019-W37,0.9863013698630136,0.0,1.0,8.333333333333334,7.0,0,1,73.0,0
2019-09-16,72.0,2019-W38,0.9863013698630136,0.0,4.0,8.333333333333334,13.0,0,1,73.0,0
2019-09-17,72.0,2019-W38,0.9863013698630136,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-18,72.0,2019-W38,0.9863013698630136,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-19,72.0,2019-W38,0.9863013698630136,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-20,72.0,2019-W38,0.9863013698630136,2.0,0.0,8.0,14.0,1,0,73.0,0
2019-09-21,72.0,2019-W38,0.9863013698630136,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-22,69.0,2019-W38,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-23,69.0,2019-W39,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-24,69.0,2019-W39,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-09-25,68.0,2019-W39,0.9315068493150684,0.0,1.0,8.333333333333334,7.0,0,1,73.0,0
2019-09-26,68.0,2019-W39,0.9315068493150684,2.0,0.0,26.5,14.0,1,0,73.0,0
2019-09-27,68.0,2019-W39,0.9315068493150684,1.0,1.0,2.0,143.0,1,1,73.0,0
2019-09-28,69.0,2019-W39,0.9452054794520548,1.0,0.0,5.0,14.0,1,0,73.0,0
2019-09-29,69.0,2019-W39,0.9452054794520548,0.0,8.0,8.333333333333334,12.25,0,1,73.0,0
2019-09-30,71.0,2019-W40,0.9726027397260274,0.0,2.0,8.333333333333334,13.5,0,1,73.0,0
2019-10-01,71.0,2019-W40,0.9726027397260274,0.0,1.0,8.333333333333334,20.0,0,1,73.0,0
2019-10-02,69.0,2019-W40,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-10-03,70.0,2019-W40,0.958904109589041,0.0,1.0,8.333333333333334,179.0,0,1,73.0,0
2019-10-04,70.0,2019-W40,0.958904109589041,0.0,4.0,8.333333333333334,6.75,0,1,73.0,0
2019-10-05,71.0,2019-W40,0.9726027397260274,0.0,1.0,8.333333333333334,21.0,0,1,73.0,0
2019-10-06,70.0,2019-W40,0.958904109589041,0.0,1.0,8.333333333333334,8.0,0,1,73.0,0
2019-10-07,67.0,2019-W41,0.9178082191780822,2.0,8.0,19.0,7.0,1,1,73.0,0
2019-10-08,68.0,2019-W41,0.9315068493150684,1.0,2.0,0.0,50.0,1,1,73.0,0
2019-10-09,68.0,2019-W41,0.9315068493150684,1.0,0.0,5.0,14.0,1,0,73.0,0
2019-10-10,68.0,2019-W41,0.9315068493150684,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-10-11,66.0,2019-W41,0.9041095890410958,1.0,0.0,3.0,14.0,1,0,73.0,0
2019-10-12,65.0,2019-W41,0.8904109589041096,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-10-13,65.0,2019-W41,0.8904109589041096,0.0,6.0,8.333333333333334,29.166666666666668,0,1,73.0,0
2019-10-14,64.0,2019-W42,0.8767123287671232,0.0,2.0,8.333333333333334,11.0,0,1,73.0,0
2019-10-15,64.0,2019-W42,0.8767123287671232,2.0,1.0,14.5,7.0,1,1,73.0,0
2019-10-16,65.0,2019-W42,0.8904109589041096,1.0,3.0,0.0,16.333333333333332,1,1,73.0,0
2019-10-17,65.0,2019-W42,0.8904109589041096,1.0,0.0,12.0,14.0,1,0,73.0,0
2019-10-18,64.0,2019-W42,0.8767123287671232,2.0,1.0,15.0,8.0,1,1,73.0,0
2019-10-19,64.0,2019-W42,0.8767123287671232,1.0,0.0,8.0,14.0,1,0,73.0,0
2019-10-20,64.0,2019-W42,0.8767123287671232,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-10-21,63.0,2019-W43,0.863013698630137,2.0,0.0,17.0,14.0,1,0,73.0,0
2019-10-22,62.0,2019-W43,0.8493150684931506,0.0,1.0,8.333333333333334,6.0,0,1,73.0,0
2019-10-23,62.0,2019-W43,0.8493150684931506,1.0,1.0,9.0,4.0,1,1,73.0,0
2019-10-24,61.0,2019-W43,0.8356164383561644,2.0,0.0,3.0,14.0,1,0,73.0,0
2019-10-25,61.0,2019-W43,0.8356164383561644,3.0,6.0,15.333333333333334,7.5,1,1,73.0,0
2019-10-26,62.0,2019-W43,0.8493150684931506,4.0,5.0,2.0,5.8,1,1,73.0,0
2019-10-27,62.0,2019-W43,0.8493150684931506,0.0,1.0,8.333333333333334,51.0,0,1,73.0,0
2019-10-28,63.0,2019-W44,0.863013698630137,0.0,1.0,8.333333333333334,15.0,0,1,73.0,0
2019-10-29,63.0,2019-W44,0.863013698630137,3.0,1.0,14.333333333333334,32.0,1,1,73.0,0
2019-10-30,64.0,2019-W44,0.8767123287671232,2.0,0.0,1.5,14.0,1,0,73.0,0
2019-10-31,64.0,2019-W44,0.8767123287671232,1.0,5.0,10.0,10.4,1,1,73.0,0
2019-11-01,61.0,2019-W44,0.8356164383561644,0.0,1.0,8.333333333333334,20.0,0,1,73.0,0
2019-11-02,62.0,2019-W44,0.8493150684931506,0.0,3.0,8.333333333333334,38.333333333333336,0,1,73.0,0
2019-11-03,62.0,2019-W44,0.8493150684931506,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-04,61.0,2019-W45,0.8356164383561644,4.0,0.0,26.0,14.0,1,0,73.0,0
2019-11-05,61.0,2019-W45,0.8356164383561644,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-06,61.0,2019-W45,0.8356164383561644,3.0,2.0,16.0,5.0,1,1,73.0,0
2019-11-07,62.0,2019-W45,0.8493150684931506,0.0,1.0,8.333333333333334,7.0,0,1,73.0,0
2019-11-08,64.0,2019-W45,0.8767123287671232,2.0,3.0,6.0,7.0,1,1,73.0,0
2019-11-09,65.0,2019-W45,0.8904109589041096,3.0,1.0,5.333333333333333,14.0,1,1,73.0,0
2019-11-10,67.0,2019-W45,0.9178082191780822,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-11,66.0,2019-W46,0.9041095890410958,5.0,0.0,6.8,14.0,1,0,73.0,0
2019-11-12,66.0,2019-W46,0.9041095890410958,4.0,1.0,5.5,11.0,1,1,73.0,0
2019-11-13,67.0,2019-W46,0.9178082191780822,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-14,66.0,2019-W46,0.9041095890410958,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-15,65.0,2019-W46,0.8904109589041096,3.0,1.0,1.6666666666666667,30.0,1,1,73.0,0
2019-11-16,68.0,2019-W46,0.9315068493150684,0.0,3.0,8.333333333333334,39.0,0,1,73.0,0
2019-11-17,69.0,2019-W46,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-18,69.0,2019-W47,0.9452054794520548,1.0,0.0,3.0,14.0,1,0,73.0,0
2019-11-19,69.0,2019-W47,0.9452054794520548,0.0,2.0,8.333333333333334,19.0,0,1,73.0,0
2019-11-20,68.0,2019-W47,0.9315068493150684,2.0,3.0,14.0,0.0,1,1,73.0,0
2019-11-21,70.0,2019-W47,0.958904109589041,0.0,2.0,8.333333333333334,21.5,0,1,73.0,0
2019-11-22,71.0,2019-W47,0.9726027397260274,2.0,0.0,4.0,14.0,1,0,73.0,0
2019-11-23,70.0,2019-W47,0.958904109589041,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-24,70.0,2019-W47,0.958904109589041,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-25,69.0,2019-W48,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-26,70.0,2019-W48,0.958904109589041,1.0,0.0,0.0,14.0,1,0,73.0,0
2019-11-27,70.0,2019-W48,0.958904109589041,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-28,70.0,2019-W48,0.958904109589041,0.0,2.0,8.333333333333334,13.0,0,1,73.0,0
2019-11-29,69.0,2019-W48,0.9452054794520548,0.0,0.0,8.333333333333334,14.0,0,0,73.0,0
2019-11-30,71.0,2019-W48,0.9726027397260274,0.0,2.0,8.333333333333334,21.5,0,1,73.0,0
2019-12-01,72.0,2019-W48,0.9863013698630136,0.0,2.0,8.333333333333334,23.5,0,1,73.0,0
2019-12-02,72.0,2019-W49,0.9863013698630136,0.0,1.0,8.333333333333334,6.0,0,1,73.0,0
2019-12-03,73.0,2019-W49,1.0,1.0,1.0,13.0,62.0,1,1,73.0,0
2019-12-04,73.0,2019-W49,1.0,0.0,2.0,8.333333333333334,10.0,0,1,73.0,0
